coefs|output|text
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|storm_s.wav|there's supposed to be a storm tonight
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|storm_q.wav|there's supposed to be a storm tonight
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|cousins_s.wav|apparently you have twelve cousins
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|cousins_q.wav|apparently you have twelve cousins
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|tomato_s.wav|a tomato is actually a fruit
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|tomato_q.wav|a tomato is actually a fruit
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|serious_s.wav|you cannot be serious
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|serious_q.wav|you cannot be serious
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|sunglasses_s.wav|you broke my favourite sunglasses
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|sunglasses_q.wav|you broke my favourite sunglasses
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|daughter_s.wav|her daughter just turned five years old
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|daughter_q.wav|her daughter just turned five years old
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|train_s.wav|he missed the last train home
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|train_q.wav|he missed the last train home
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|door_s.wav|you definitely locked the door before we left
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|door_q.wav|you definitely locked the door before we left
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|classical_s.wav|she only listens to classical music now
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|classical_q.wav|she only listens to classical music now
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|wine_s.wav|we finished that bottle of wine
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|wine_q.wav|we finished that bottle of wine
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|piano_s.wav|he's taken up piano lessons again
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|piano_q.wav|he's taken up piano lessons again
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|unicorn_s.wav|the national animal of Scotland is the unicorn
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|unicorn_q.wav|the national animal of Scotland is the unicorn
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|grandma_s.wav|grandma is going to be ninety next year
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|grandma_q.wav|grandma is going to be ninety next year
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/s_tgt.npy|plane_s.wav|he knows how to fly a plane
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/q_tgt.npy|plane_q.wav|he knows how to fly a plane
